mode,eigval
694,2.460546e+02
695,2.469601e+02
696,2.475154e+02
697,2.479110e+02
698,2.484201e+02
699,2.487233e+02
700,2.491965e+02
701,2.494576e+02
702,2.497509e+02
703,2.502196e+02
704,2.509452e+02
705,2.511424e+02
706,2.518163e+02
707,2.524172e+02
708,2.526155e+02
709,2.533819e+02
710,2.540225e+02
711,2.545294e+02
712,2.554519e+02
713,2.559102e+02
714,2.560760e+02
715,2.566235e+02
716,2.567343e+02
717,2.577229e+02
718,2.581153e+02
719,2.583256e+02
720,2.589754e+02
721,2.593179e+02
722,2.597597e+02
723,2.601062e+02
724,2.612838e+02
725,2.620936e+02
726,2.624277e+02
727,2.626300e+02
728,2.630785e+02
729,2.636879e+02
730,2.641139e+02
731,2.644162e+02
732,2.655740e+02
733,2.657742e+02
734,2.665114e+02
735,2.671593e+02
736,2.678931e+02
737,2.680653e+02
738,2.685653e+02
739,2.692589e+02
740,2.694844e+02
741,2.699261e+02
742,2.704027e+02
743,2.710063e+02
744,2.713761e+02
745,2.722090e+02
746,2.729228e+02
747,2.733712e+02
748,2.743941e+02
749,2.745621e+02
750,2.751866e+02
751,2.757331e+02
752,2.768372e+02
753,2.773003e+02
754,2.777860e+02
755,2.779977e+02
756,2.784079e+02
757,2.793160e+02
758,2.802935e+02
759,2.805323e+02
760,2.813555e+02
761,2.819019e+02
762,2.834181e+02
763,2.838023e+02
764,2.841719e+02
765,2.842754e+02
766,2.853764e+02
767,2.858567e+02
768,2.861337e+02
769,2.871831e+02
770,2.879738e+02
771,2.884666e+02
772,2.886993e+02
773,2.891771e+02
774,2.898629e+02
775,2.909599e+02
776,2.911384e+02
777,2.916100e+02
778,2.925227e+02
779,2.927415e+02
780,2.934251e+02
781,2.942125e+02
782,2.952104e+02
783,2.955002e+02
784,2.959257e+02
785,2.961932e+02
786,2.970591e+02
787,2.977357e+02
788,2.985595e+02
789,2.993504e+02
790,2.995846e+02
791,3.003379e+02
792,3.013014e+02
793,3.017764e+02
794,3.024745e+02
795,3.031767e+02
796,3.033109e+02
797,3.043725e+02
798,3.054147e+02
799,3.060594e+02
800,3.070596e+02
801,3.073902e+02
802,3.085759e+02
803,3.089275e+02
804,3.102354e+02
805,3.103178e+02
806,3.115544e+02
807,3.121249e+02
808,3.141811e+02
809,3.152015e+02
810,3.158271e+02
811,3.162055e+02
812,3.180546e+02
813,3.182158e+02
814,3.191169e+02
815,3.196696e+02
816,3.215582e+02
817,3.225341e+02
818,3.230824e+02
819,3.231107e+02
820,3.242321e+02
821,3.244033e+02
822,3.258946e+02
823,3.273010e+02
824,3.277036e+02
825,3.286330e+02
826,3.299998e+02
827,3.304290e+02
828,3.317700e+02
829,3.325779e+02
830,3.336060e+02
831,3.349705e+02
832,3.360662e+02
833,3.376720e+02
834,3.379893e+02
835,3.394008e+02
836,3.400672e+02
837,3.413880e+02
838,3.427461e+02
839,3.435462e+02
840,3.455919e+02
841,3.460186e+02
842,3.475509e+02
843,3.486637e+02
844,3.502887e+02
845,3.513272e+02
846,3.529784e+02
847,3.554979e+02
848,3.565732e+02
849,3.578134e+02
850,3.613124e+02
851,3.632654e+02
852,3.639622e+02
853,3.672314e+02
854,3.679734e+02
855,3.691797e+02
856,3.713784e+02
857,3.743592e+02
858,3.809213e+02
859,3.836476e+02
860,3.855800e+02
861,3.878977e+02
862,3.895520e+02
863,3.948041e+02
864,3.983432e+02
865,3.993798e+02
866,4.015906e+02
867,4.053379e+02
868,4.095627e+02
869,4.142348e+02
870,4.169251e+02
871,4.182443e+02
872,4.212208e+02
873,4.243470e+02
874,4.252414e+02
875,4.262566e+02
