form_idx,mode,eigval
0,420,139.70
0,421,140.16
0,422,140.44
0,423,140.86
0,424,141.26
0,425,141.43
0,426,142.04
0,427,142.47
0,428,142.63
0,429,143.34
0,430,143.42
0,431,143.86
0,432,144.07
0,433,144.41
0,434,144.68
0,435,144.98
0,436,145.24
0,437,145.48
0,438,145.69
0,439,146.34
0,440,146.91
0,441,147.20
0,442,147.74
0,443,147.99
0,444,148.35
0,445,148.55
0,446,148.88
0,447,149.22
0,448,149.76
0,449,149.81
0,450,150.00
0,451,150.51
0,452,150.87
0,453,151.26
0,454,151.57
0,455,152.09
0,456,152.39
0,457,152.83
0,458,153.21
0,459,153.61
0,460,154.12
0,461,154.36
0,462,154.64
0,463,154.76
0,464,155.32
0,465,155.84
0,466,156.22
0,467,156.59
0,468,157.06
0,469,157.54
0,470,157.68
0,471,158.02
0,472,158.45
0,473,158.93
0,474,159.17
0,475,159.42
0,476,159.85
0,477,160.20
0,478,160.46
0,479,160.69
0,480,160.89
0,481,161.61
0,482,161.68
0,483,162.02
0,484,162.31
0,485,163.11
0,486,163.32
0,487,163.63
0,488,164.23
0,489,164.58
0,490,165.08
0,491,165.14
0,492,165.81
0,493,166.03
0,494,166.20
0,495,166.43
0,496,167.18
0,497,167.27
0,498,167.93
0,499,168.36
0,500,168.73
0,501,168.99
0,502,169.42
0,503,169.53
0,504,170.27
0,505,170.82
0,506,171.08
0,507,171.42
0,508,172.08
0,509,172.22
0,510,172.70
0,511,172.84
0,512,173.32
0,513,173.80
0,514,174.15
0,515,174.65
0,516,174.89
0,517,175.45
0,518,175.68
0,519,176.48
0,520,176.70
0,521,177.04
0,522,177.49
0,523,177.87
0,524,178.50
0,525,178.75
0,526,179.24
0,527,179.52
0,528,179.68
0,529,180.20
0,530,180.64
0,531,180.98
0,532,181.76
0,533,182.03
0,534,182.56
0,535,182.78
0,536,183.15
0,537,183.86
0,538,184.07
0,539,184.70
0,540,184.95
0,541,185.48
0,542,186.25
0,543,186.30
0,544,186.72
0,545,186.99
0,546,187.32
0,547,187.75
0,548,188.08
0,549,188.62
0,550,189.11
0,551,189.41
0,552,190.14
0,553,190.31
0,554,190.80
0,555,191.20
0,556,191.50
0,557,191.72
0,558,191.97
0,559,192.71
0,560,193.29
0,561,193.50
0,562,193.90
0,563,194.28
0,564,195.44
0,565,195.60
0,566,195.71
0,567,196.18
0,568,196.65
0,569,196.91
0,570,197.25
0,571,197.83
0,572,198.83
0,573,199.18
0,574,199.34
0,575,199.99
0,576,200.24
0,577,200.81
0,578,201.30
0,579,201.83
0,580,202.27
0,581,202.68
0,582,202.71
0,583,203.62
0,584,204.13
0,585,204.69
0,586,205.16
0,587,205.37
0,588,206.41
0,589,206.80
0,590,207.03
0,591,207.40
0,592,207.55
0,593,207.95
0,594,208.43
0,595,208.81
0,596,209.58
0,597,209.88
0,598,210.02
0,599,210.64
0,600,211.19
0,601,211.65
0,602,212.02
0,603,212.28
0,604,213.28
0,605,213.47
0,606,213.79
0,607,214.49
0,608,214.83
0,609,215.32
0,610,215.65
0,611,216.42
0,612,216.61
0,613,217.11
0,614,217.39
0,615,217.94
0,616,218.11
0,617,219.10
0,618,219.62
0,619,219.75
0,620,220.30
0,621,220.85
0,622,221.56
0,623,222.27
0,624,222.58
0,625,223.13
0,626,223.75
0,627,224.28
0,628,224.72
0,629,225.08
0,630,225.19
0,631,225.60
0,632,226.07
0,633,227.50
0,634,227.68
0,635,228.16
0,636,228.33
0,637,228.79
0,638,229.61
0,639,229.68
0,640,230.64
0,641,231.39
0,642,231.61
0,643,232.34
0,644,232.50
0,645,232.56
0,646,232.75
0,647,233.49
0,648,234.20
0,649,234.59
0,650,235.07
0,651,235.64
0,652,235.85
0,653,236.22
0,654,236.67
0,655,237.06
0,656,237.71
0,657,238.07
0,658,238.60
0,659,239.35
0,660,239.69
0,661,240.65
0,662,240.79
0,663,241.03
0,664,241.92
0,665,242.49
0,666,243.23
0,667,243.76
0,668,244.04
0,669,244.47
0,670,245.29
0,671,245.41
0,672,246.01
0,673,246.34
0,674,246.81
0,675,247.67
0,676,248.60
0,677,249.27
0,678,249.60
0,679,250.31
0,680,250.54
0,681,250.98
0,682,251.49
0,683,252.64
0,684,252.68
0,685,253.44
0,686,253.72
0,687,254.36
0,688,254.75
0,689,254.96
0,690,255.41
0,691,256.47
0,692,257.08
0,693,257.41
0,694,258.02
0,695,259.19
0,696,259.34
0,697,259.58
0,698,260.15
0,699,261.05
0,700,261.38
0,701,261.65
0,702,262.07
0,703,262.55
0,704,262.83
0,705,264.17
0,706,265.10
0,707,265.55
0,708,265.74
0,709,266.39
0,710,267.05
0,711,267.33
0,712,267.99
0,713,268.80
0,714,269.25
0,715,270.16
0,716,270.27
0,717,271.17
0,718,272.12
0,719,272.45
0,720,272.96
0,721,273.57
0,722,274.08
0,723,275.27
0,724,275.77
0,725,276.14
0,726,276.53
0,727,277.09
0,728,277.79
0,729,278.21
0,730,278.80
0,731,279.12
0,732,279.70
0,733,280.71
0,734,281.57
0,735,282.04
0,736,282.92
0,737,284.00
0,738,284.40
0,739,284.87
0,740,285.63
0,741,285.79
0,742,287.25
0,743,287.51
0,744,288.28
0,745,289.09
0,746,289.69
0,747,290.49
0,748,291.02
0,749,291.31
0,750,292.62
0,751,293.52
0,752,293.66
0,753,294.80
0,754,295.81
0,755,296.06
0,756,296.52
0,757,297.57
0,758,297.91
0,759,299.25
0,760,299.85
0,761,300.47
0,762,300.95
0,763,301.99
0,764,303.07
0,765,303.69
0,766,304.46
0,767,305.27
0,768,305.90
0,769,306.90
0,770,307.57
0,771,309.20
0,772,309.28
0,773,310.31
0,774,311.22
0,775,312.16
0,776,313.12
0,777,313.53
0,778,314.02
0,779,314.44
0,780,316.09
0,781,317.18
0,782,318.00
0,783,319.34
0,784,320.10
0,785,321.14
0,786,321.89
0,787,322.93
0,788,323.84
0,789,324.01
0,790,325.81
0,791,326.60
0,792,327.47
0,793,328.41
0,794,328.99
0,795,331.01
0,796,332.02
0,797,334.15
0,798,335.23
0,799,335.92
0,800,337.38
0,801,339.29
0,802,340.13
0,803,341.61
0,804,342.80
0,805,344.94
0,806,346.41
0,807,346.68
0,808,348.76
0,809,351.42
0,810,353.05
0,811,354.89
0,812,358.30
0,813,360.58
0,814,363.35
0,815,364.35
0,816,368.09
0,817,370.52
0,818,371.26
0,819,373.94
0,820,375.82
0,821,377.25
0,822,378.99
0,823,381.52
0,824,384.10
0,825,386.01
0,826,387.73
0,827,389.62
0,828,395.22
0,829,395.37
0,830,396.57
0,831,400.67
0,832,403.52
0,833,406.15
0,834,407.80
0,835,410.08
0,836,410.42
0,837,411.80
0,838,413.21
0,839,418.11
0,840,420.32
0,841,422.75
0,842,424.33
0,843,425.65
0,844,426.82
0,845,428.56
0,846,430.89
0,847,431.53
0,848,432.78
0,849,435.59
0,850,437.67
0,851,440.09
0,852,441.86
0,853,444.87
0,854,445.94
0,855,449.34
0,856,451.34
0,857,454.96
0,858,455.38
0,859,457.99
0,860,458.92
0,861,460.43
0,862,463.00
0,863,464.36
0,864,464.87
0,865,468.24
0,866,470.24
0,867,471.68
0,868,474.22
0,869,475.47
0,870,476.71
0,871,477.53
0,872,478.86
0,873,481.18
0,874,483.75
0,875,485.51
0,876,487.53
0,877,487.99
0,878,489.38
0,879,491.41
0,880,491.54
0,881,494.29
0,882,495.44
0,883,498.23
0,884,499.06
0,885,502.52
0,886,503.06
0,887,503.77
0,888,505.80
0,889,506.98
0,890,508.29
0,891,509.49
0,892,510.44
0,893,511.08
0,894,513.69
0,895,515.81
0,896,516.04
0,897,518.05
0,898,518.50
0,899,520.93
0,900,521.64
0,901,523.63
0,902,525.32
0,903,526.45
0,904,527.37
0,905,527.51
0,906,530.47
0,907,531.02
0,908,533.44
0,909,534.82
0,910,535.64
0,911,536.24
0,912,538.09
0,913,539.16
0,914,541.03
0,915,541.60
0,916,543.80
0,917,544.21
0,918,545.70
0,919,547.06
0,920,548.26
0,921,549.55
0,922,550.68
0,923,552.85
0,924,553.57
0,925,555.93
0,926,557.97
0,927,558.66
0,928,558.86
0,929,560.80
0,930,561.43
0,931,562.91
0,932,564.38
0,933,565.56
0,934,565.63
0,935,567.25
0,936,568.32
0,937,568.48
0,938,570.61
0,939,571.43
0,940,573.44
0,941,574.69
0,942,576.09
0,943,578.99
0,944,580.18
0,945,581.53
0,946,582.46
0,947,582.84
0,948,583.26
0,949,584.39
0,950,585.04
0,951,586.15
0,952,587.54
0,953,589.26
0,954,591.09
0,955,591.80
0,956,593.22
0,957,594.30
0,958,596.48
0,959,597.19
0,960,597.53
0,961,598.97
0,962,599.84
0,963,601.20
0,964,601.70
0,965,602.95
0,966,604.30
0,967,605.83
0,968,606.77
0,969,607.44
0,970,609.84
0,971,610.72
0,972,611.38
0,973,612.00
0,974,614.08
0,975,614.96
0,976,616.06
0,977,617.13
0,978,619.17
0,979,619.80
0,980,621.23
0,981,622.95
0,982,623.36
0,983,623.62
0,984,625.09
0,985,626.72
0,986,628.03
0,987,628.21
0,988,629.66
0,989,630.44
0,990,632.18
0,991,633.25
0,992,634.02
0,993,635.25
0,994,636.42
0,995,637.00
0,996,638.41
0,997,638.67
0,998,640.80
0,999,641.66
0,1000,643.56
0,1001,644.48
0,1002,645.52
0,1003,645.90
0,1004,647.12
0,1005,649.43
0,1006,649.55
0,1007,650.47
0,1008,651.16
0,1009,652.19
0,1010,653.09
0,1011,653.38
0,1012,655.85
0,1013,656.20
0,1014,658.21
0,1015,659.36
0,1016,659.40
0,1017,661.12
0,1018,662.16
0,1019,663.41
0,1020,664.43
0,1021,665.93
0,1022,667.33
0,1023,668.47
0,1024,670.22
0,1025,670.86
0,1026,671.47
0,1027,672.10
0,1028,673.62
0,1029,675.30
0,1030,675.95
0,1031,678.14
0,1032,679.37
0,1033,680.39
0,1034,681.15
0,1035,681.44
0,1036,684.68
0,1037,685.58
0,1038,686.66
0,1039,687.59
0,1040,689.10
0,1041,690.06
0,1042,690.85
0,1043,691.93
0,1044,693.01
0,1045,694.19
0,1046,694.80
0,1047,696.47
0,1048,698.09
0,1049,699.19
0,1050,701.50
0,1051,702.20
0,1052,704.90
0,1053,705.50
0,1054,706.71
0,1055,707.57
0,1056,708.67
0,1057,709.04
0,1058,710.24
0,1059,710.61
0,1060,713.04
0,1061,714.70
0,1062,715.72
0,1063,716.01
0,1064,718.19
0,1065,718.73
0,1066,720.11
0,1067,721.11
0,1068,721.32
0,1069,723.49
0,1070,723.97
0,1071,724.56
0,1072,726.65
0,1073,728.13
0,1074,729.09
0,1075,730.21
0,1076,732.42
0,1077,733.29
0,1078,734.07
0,1079,736.56
0,1080,738.18
0,1081,741.30
0,1082,742.17
0,1083,743.34
0,1084,744.47
0,1085,746.62
0,1086,746.79
0,1087,747.77
0,1088,749.69
0,1089,751.14
0,1090,752.12
0,1091,753.41
0,1092,755.09
0,1093,755.57
0,1094,757.89
0,1095,759.76
0,1096,761.30
0,1097,761.61
0,1098,764.51
0,1099,765.51
0,1100,765.98
0,1101,768.38
0,1102,770.57
0,1103,771.45
0,1104,772.50
0,1105,773.42
0,1106,773.57
0,1107,778.25
0,1108,780.77
0,1109,781.24
0,1110,782.02
0,1111,785.94
0,1112,786.89
0,1113,787.58
0,1114,790.29
0,1115,791.73
0,1116,792.86
0,1117,795.13
0,1118,797.00
0,1119,798.07
0,1120,798.68
0,1121,799.66
0,1122,802.06
0,1123,805.35
0,1124,806.20
0,1125,807.42
0,1126,808.14
0,1127,811.62
0,1128,813.16
0,1129,814.15
0,1130,815.22
0,1131,816.63
0,1132,818.37
0,1133,821.21
0,1134,822.55
0,1135,824.80
0,1136,826.40
0,1137,828.86
0,1138,830.09
0,1139,831.79
0,1140,832.44
0,1141,835.82
0,1142,838.99
0,1143,839.82
0,1144,841.35
0,1145,845.62
0,1146,848.25
0,1147,848.95
0,1148,850.51
0,1149,854.21
0,1150,857.37
0,1151,858.16
0,1152,865.66
0,1153,866.64
0,1154,868.71
0,1155,870.28
0,1156,874.27
0,1157,876.23
0,1158,878.49
0,1159,881.30
0,1160,884.39
0,1161,885.83
0,1162,887.57
0,1163,897.65
0,1164,899.80
0,1165,904.42
0,1166,908.18
0,1167,909.16
0,1168,914.57
0,1169,916.28
0,1170,921.98
0,1171,927.71
0,1172,932.79
0,1173,937.54
0,1174,945.98
0,1175,950.04
0,1176,951.81
