mode,1.0,5.0,10.0,20.0,30.0,40.0,50.0,100.0,150.0,200.0
1,0.289655,0.319174,0.325681,0.329437,0.330780,0.331471,0.331893,0.332749,0.333038,0.333185
2,0.341886,0.364177,0.368922,0.371629,0.372595,0.373086,0.373386,0.374001,0.374206,0.374316
3,0.425962,0.458943,0.466411,0.470764,0.472340,0.473150,0.473636,0.474643,0.474991,0.475165
4,0.518776,0.560818,0.570222,0.575686,0.577649,0.578659,0.579280,0.580530,0.580957,0.581170
5,0.804431,0.856631,0.867641,0.873965,0.876216,0.877379,0.878084,0.879520,0.880003,0.880250
6,0.871939,0.933257,0.945553,0.952474,0.954916,0.956168,0.956926,0.958466,0.958988,0.959246
7,1.023732,1.091272,1.104963,1.112674,1.115426,1.116799,1.117644,1.119383,1.119910,1.120226
8,1.042202,1.140464,1.162634,1.175545,1.180150,1.182546,1.183991,1.186925,1.187918,1.188414
9,1.235172,1.326367,1.346134,1.357518,1.361594,1.363671,1.364925,1.367514,1.368419,1.368850
10,1.278795,1.377352,1.399350,1.412226,1.416853,1.419264,1.420717,1.423661,1.424696,1.425192
11,1.411975,1.512342,1.531903,1.542871,1.546726,1.548707,1.549925,1.552358,1.553155,1.553573
12,1.442667,1.566197,1.591664,1.606193,1.611360,1.613993,1.615636,1.618917,1.620009,1.620591
13,1.508243,1.625423,1.649440,1.663145,1.667995,1.670502,1.671984,1.675084,1.676105,1.676632
14,1.518023,1.636088,1.661016,1.675577,1.680812,1.683511,1.685191,1.688546,1.689698,1.690291
15,1.534403,1.660022,1.690640,1.708265,1.714569,1.717764,1.719719,1.723692,1.725025,1.725709
16,1.568003,1.698226,1.726904,1.743486,1.749428,1.752458,1.754341,1.758135,1.759409,1.760045
17,1.616730,1.729156,1.751314,1.763793,1.768200,1.770466,1.771831,1.774624,1.775554,1.776052
18,1.713950,1.862676,1.886329,1.899784,1.904588,1.907063,1.908547,1.911603,1.912651,1.913144
19,1.745885,1.873753,1.907342,1.926565,1.933408,1.936942,1.939072,1.943415,1.944901,1.945628
20,1.771765,1.938676,1.973849,1.993673,2.000699,2.004262,2.006437,2.010870,2.012364,2.013126
21,1.893006,2.050761,2.083476,2.101846,2.108316,2.111641,2.113651,2.117719,2.119083,2.119779
22,1.979039,2.139215,2.170652,2.188156,2.194318,2.197486,2.199417,2.203300,2.204611,2.205280
23,2.005115,2.159433,2.195849,2.217783,2.225798,2.229926,2.232463,2.237633,2.239398,2.240293
24,2.039835,2.206108,2.241319,2.260832,2.267629,2.271110,2.273212,2.277462,2.278885,2.279609
25,2.135519,2.299721,2.334100,2.354347,2.361698,2.365490,2.367807,2.372558,2.374173,2.374992
26,2.189206,2.360500,2.395189,2.414874,2.421847,2.425423,2.427610,2.432026,2.433529,2.434280
27,2.277876,2.458597,2.495208,2.515916,2.523263,2.526999,2.529285,2.533919,2.535501,2.536268
28,2.320928,2.520692,2.561988,2.585424,2.593712,2.597959,2.600545,2.605799,2.607564,2.608468
29,2.328030,2.544901,2.584854,2.606998,2.614767,2.618732,2.621140,2.626017,2.627655,2.628486
30,2.411258,2.654667,2.698874,2.722799,2.731102,2.735286,2.737829,2.742971,2.744690,2.745549
31,2.496908,2.706422,2.749991,2.774665,2.783385,2.787851,2.790578,2.796087,2.797942,2.798869
32,2.590026,2.794905,2.836741,2.860667,2.869167,2.873540,2.876207,2.881593,2.883434,2.884354
33,2.613210,2.834828,2.877989,2.901758,2.910036,2.914248,2.916816,2.921966,2.923701,2.924588
