mode,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0
97,2.416876,3.423942,4.227804,5.427704,6.864377,8.116551,9.903833,11.507573,13.296080,14.848008,16.392926,18.138274,19.847810,21.512259,23.169615,25.018387,26.568204
98,2.435951,3.451759,4.282397,5.444732,6.895229,8.125626,9.919715,11.510646,13.331066,14.863487,16.468999,18.160364,19.887279,21.527602,23.184624,25.062418,26.608785
99,2.453604,3.468459,4.305055,5.460087,6.948467,8.190742,9.923519,11.625832,13.403403,14.911803,16.527251,18.222593,19.952396,21.650770,23.264086,25.116468,26.630933
100,2.477303,3.514224,4.326367,5.480135,6.963554,8.214893,9.981988,11.631409,13.502452,14.960751,16.531531,18.341917,20.019952,21.660843,23.335446,25.173915,26.806806
101,2.504924,3.538134,4.364764,5.505789,6.998857,8.286283,10.001461,11.669365,13.579087,15.107034,16.662262,18.491425,20.028197,21.663565,23.510642,25.201069,26.809225
102,2.543441,3.542298,4.437374,5.539525,7.032976,8.320792,10.071135,11.755446,13.620273,15.123417,16.695138,18.502581,20.111628,21.729328,23.545725,25.285153,26.840436
103,2.546106,3.545126,4.443748,5.572845,7.041270,8.409109,10.121940,11.809989,13.648382,15.144066,16.731474,18.511183,20.245743,21.814633,23.578505,25.345940,26.856467
104,2.567184,3.603029,4.475083,5.585632,7.132454,8.409881,10.149164,11.826951,13.698401,15.163908,16.795135,18.595397,20.302452,21.865925,23.629462,25.377790,26.928160
105,2.579076,3.630417,4.487844,5.651950,7.137329,8.446258,10.186392,11.848866,13.698401,15.309791,16.846311,18.643213,20.335822,21.898528,23.665864,25.414471,26.946546
106,2.615285,3.686341,4.511038,5.672048,7.187215,8.507258,10.194318,11.973605,13.794050,15.361310,16.881274,18.673548,20.353500,21.904181,23.689271,25.532514,27.019091
107,2.626511,3.692892,4.512606,5.680254,7.199837,8.576146,10.274913,11.985417,13.818819,15.390069,16.946460,18.717700,20.520252,22.012926,23.741977,25.545904,27.023892
108,2.644587,3.735594,4.545931,5.712444,7.229747,8.616407,10.311286,12.009497,13.914487,15.422981,16.964542,18.745085,20.570186,22.067765,23.817599,25.581422,27.080776
109,2.657508,3.776563,4.600979,5.721623,7.236431,8.684769,10.365465,12.112157,13.977480,15.456586,17.022484,18.897019,20.592245,22.116071,23.894463,25.694798,27.112979
110,2.677886,3.784206,4.608278,5.764331,7.279729,8.701047,10.376437,12.170915,14.019599,15.479837,17.082991,18.900762,20.607414,22.178367,23.954348,25.698698,27.182044
111,2.682066,3.812611,4.661957,5.777409,7.285720,8.713912,10.386206,12.172369,14.126016,15.509137,17.094031,18.991011,20.633148,22.247644,24.044755,25.790535,27.284016
112,2.695398,3.813230,4.665624,5.810684,7.313667,8.766597,10.437567,12.239512,14.176014,15.570981,17.181074,19.010870,20.678533,22.264599,24.111849,25.855835,27.306697
113,2.739745,3.855975,4.678622,5.853750,7.322529,8.792251,10.476246,12.267419,14.237850,15.649542,17.268701,19.038453,20.712151,22.337304,24.235264,25.870197,27.324181
114,2.751620,3.865443,4.687435,5.930799,7.358032,8.821507,10.548430,12.364601,14.258954,15.737455,17.302810,19.077743,20.771844,22.362629,24.276587,25.902995,27.376565
115,2.772390,3.873519,4.706766,5.951243,7.374441,8.914720,10.631220,12.416468,14.325372,15.765903,17.410494,19.168696,20.774682,22.421610,24.308867,25.938252,27.426270
116,2.802574,3.891439,4.756360,5.979609,7.429244,8.946475,10.638150,12.426436,14.349224,15.796166,17.439932,19.248196,20.824572,22.430023,24.385149,26.033547,27.477601
117,2.830249,3.930934,4.788482,6.009999,7.464239,8.958462,10.692878,12.485132,14.356618,15.905524,17.446692,19.315773,20.831366,22.559765,24.428632,26.062067,27.532049
118,2.837946,3.935881,4.816106,6.041799,7.482543,8.978447,10.699603,12.553421,14.449950,16.008981,17.494951,19.356327,20.875473,22.576746,24.444556,26.067948,27.565436
119,2.881961,3.966917,4.838092,6.096976,7.551722,9.010829,10.735472,12.613863,14.507774,16.083204,17.516506,19.370638,21.016217,22.622662,24.547812,26.107951,27.592160
120,2.905515,3.993876,4.905742,6.137361,7.556093,9.054888,10.753580,12.654929,14.556461,16.101523,17.580344,19.432026,21.029679,22.698637,24.561259,26.125786,27.625474
121,2.935675,4.039673,4.956915,6.145905,7.568255,9.064260,10.765745,12.670760,14.597313,16.150151,17.636262,19.467190,21.135391,22.724857,24.693651,26.130073,27.641050
122,2.968569,4.048712,4.966540,6.165636,7.628702,9.096206,10.850681,12.691682,14.617898,16.166571,17.695336,19.476577,21.153238,22.818327,24.712984,26.172910,27.715181
123,2.980541,4.077299,4.997664,6.200061,7.671322,9.128041,10.854376,12.710715,14.640468,16.197177,17.702665,19.513172,21.219193,22.850086,24.742788,26.179892,27.760882
124,2.982479,4.093607,5.019090,6.208139,7.696873,9.136628,10.857526,12.747770,14.679479,16.207366,17.797996,19.540045,21.290484,22.852408,24.811321,26.281715,27.849517
125,3.017990,4.122169,5.033869,6.242519,7.720278,9.197087,10.932154,12.816959,14.699147,16.261843,17.856205,19.657371,21.338616,22.929679,24.920393,26.346693,27.871103
126,3.034492,4.124171,5.051875,6.274549,7.725317,9.255878,10.988100,12.841317,14.735603,16.341413,17.858516,19.661870,21.419696,22.949983,24.943569,26.363471,27.916337
127,3.073739,4.171789,5.053625,6.278307,7.808139,9.264919,11.022388,12.958324,14.797492,16.343938,17.997300,19.780262,21.423824,22.992847,24.961527,26.461023,27.956226
128,3.089925,4.184489,5.089432,6.288629,7.845202,9.334406,11.037890,12.964238,14.821777,16.398320,18.065640,19.810047,21.503487,23.041772,25.001885,26.545781,28.024054
129,3.133975,4.204590,5.099270,6.308100,7.881194,9.346715,11.113482,12.991497,14.837283,16.456106,18.069882,19.838004,21.537733,23.176994,25.086167,26.616317,28.037936
130,3.138543,4.244505,5.133266,6.368286,7.919479,9.365620,11.161127,13.047651,14.920894,16.491538,18.118760,19.920161,21.544849,23.186913,25.097211,26.642886,28.080592
131,3.173088,4.285700,5.150351,6.370045,7.971645,9.387377,11.199097,13.057588,15.029952,16.556478,18.122339,19.924896,21.563724,23.229593,25.147435,26.687772,28.109553
132,3.201538,4.304644,5.184581,6.377260,8.020164,9.512411,11.205413,13.097714,15.137056,16.568938,18.238763,19.964804,21.613429,23.236445,25.192411,26.746694,28.120458
