form_idx,mode,eigval
0,882,445.55
0,883,447.82
0,884,451.54
0,885,452.48
0,886,454.25
0,887,455.70
0,888,457.91
0,889,459.09
0,890,460.41
0,891,461.51
0,892,462.34
0,893,464.60
0,894,468.00
0,895,471.08
0,896,471.50
0,897,473.30
0,898,474.89
0,899,475.32
0,900,476.01
0,901,480.01
0,902,481.19
0,903,482.52
0,904,483.96
0,905,485.95
0,906,487.06
0,907,489.33
0,908,493.87
0,909,494.76
0,910,496.09
0,911,497.43
0,912,497.89
0,913,499.79
0,914,501.78
0,915,502.32
0,916,504.06
0,917,505.36
0,918,506.89
0,919,508.80
0,920,509.49
0,921,512.77
0,922,513.04
0,923,515.22
0,924,516.54
0,925,518.53
0,926,521.10
0,927,522.34
0,928,523.27
0,929,524.38
0,930,524.73
0,931,525.47
0,932,528.30
0,933,529.53
0,934,530.84
0,935,533.49
0,936,534.81
0,937,536.16
0,938,538.19
0,939,538.74
0,940,539.30
0,941,539.97
0,942,542.04
0,943,543.05
0,944,544.12
0,945,545.80
0,946,547.63
0,947,548.61
0,948,549.50
0,949,550.57
0,950,553.47
0,951,554.00
0,952,554.80
0,953,554.86
0,954,557.48
0,955,558.28
0,956,558.95
0,957,559.42
0,958,561.42
0,959,562.35
0,960,563.00
0,961,564.52
0,962,566.59
0,963,567.25
0,964,568.94
0,965,570.21
0,966,571.94
0,967,573.17
0,968,573.90
0,969,574.35
0,970,575.73
0,971,576.46
0,972,577.08
0,973,577.55
0,974,579.47
0,975,580.26
0,976,582.52
0,977,583.06
0,978,584.54
0,979,584.75
0,980,585.02
0,981,587.27
0,982,587.78
0,983,589.53
0,984,590.69
0,985,591.27
0,986,592.02
0,987,592.60
0,988,595.51
0,989,595.68
0,990,596.44
0,991,597.30
0,992,599.43
0,993,600.18
0,994,601.39
0,995,602.11
0,996,603.03
0,997,604.23
0,998,605.52
0,999,606.14
0,1000,607.42
0,1001,608.03
0,1002,608.76
0,1003,609.03
0,1004,610.25
0,1005,611.94
0,1006,613.12
0,1007,613.90
0,1008,614.04
0,1009,616.76
0,1010,616.97
0,1011,618.32
0,1012,619.20
0,1013,619.74
0,1014,620.90
0,1015,621.90
0,1016,623.37
0,1017,624.17
0,1018,625.53
0,1019,627.20
0,1020,627.68
0,1021,628.92
0,1022,630.27
0,1023,630.75
0,1024,631.62
0,1025,632.42
0,1026,632.61
0,1027,634.47
0,1028,635.47
0,1029,635.83
0,1030,637.78
0,1031,638.22
0,1032,639.94
0,1033,640.66
0,1034,641.27
0,1035,642.81
0,1036,644.36
0,1037,644.81
0,1038,645.31
0,1039,646.16
0,1040,646.93
0,1041,648.07
0,1042,648.84
0,1043,650.07
0,1044,651.17
0,1045,652.71
0,1046,653.47
0,1047,654.09
0,1048,654.56
0,1049,656.70
0,1050,657.43
0,1051,658.94
0,1052,659.22
0,1053,660.78
0,1054,661.26
0,1055,662.87
0,1056,663.39
0,1057,664.77
0,1058,665.98
0,1059,667.22
0,1060,668.16
0,1061,668.70
0,1062,670.04
0,1063,671.65
0,1064,672.89
0,1065,673.29
0,1066,673.78
0,1067,674.94
0,1068,676.02
0,1069,676.76
0,1070,678.55
0,1071,678.72
0,1072,680.14
0,1073,680.52
0,1074,681.65
0,1075,683.14
0,1076,684.17
0,1077,685.26
0,1078,686.28
0,1079,686.40
0,1080,686.79
0,1081,688.78
0,1082,689.38
0,1083,690.89
0,1084,691.16
0,1085,692.33
0,1086,692.99
0,1087,693.94
0,1088,695.01
0,1089,697.10
0,1090,697.79
0,1091,699.09
0,1092,699.37
0,1093,702.08
0,1094,702.83
0,1095,703.17
0,1096,704.21
0,1097,705.35
0,1098,706.05
0,1099,707.23
0,1100,709.13
0,1101,710.92
0,1102,713.49
0,1103,714.65
0,1104,715.31
0,1105,715.64
0,1106,716.18
0,1107,717.65
0,1108,718.62
0,1109,719.08
0,1110,720.42
0,1111,720.74
0,1112,722.87
0,1113,723.41
0,1114,724.31
0,1115,725.67
0,1116,726.23
0,1117,727.21
0,1118,728.92
0,1119,730.49
0,1120,731.11
0,1121,733.17
0,1122,734.87
0,1123,735.39
0,1124,735.54
0,1125,737.12
0,1126,738.32
0,1127,739.86
0,1128,741.50
0,1129,743.05
0,1130,744.05
0,1131,744.35
0,1132,744.66
0,1133,746.54
0,1134,747.93
0,1135,748.95
0,1136,749.85
0,1137,750.66
0,1138,752.81
0,1139,754.30
0,1140,755.10
0,1141,756.41
0,1142,757.86
0,1143,759.01
0,1144,760.63
0,1145,760.95
0,1146,762.18
0,1147,764.31
0,1148,766.71
0,1149,767.31
0,1150,767.81
0,1151,769.18
0,1152,769.61
0,1153,771.00
0,1154,772.56
0,1155,774.34
0,1156,775.31
0,1157,776.29
0,1158,778.25
0,1159,779.76
0,1160,780.11
0,1161,781.31
0,1162,781.61
0,1163,783.84
0,1164,784.77
0,1165,785.69
0,1166,787.86
0,1167,788.86
0,1168,790.25
0,1169,791.66
0,1170,792.60
0,1171,793.47
0,1172,795.43
0,1173,796.57
0,1174,797.64
0,1175,799.88
0,1176,800.99
0,1177,802.09
0,1178,802.89
0,1179,804.28
0,1180,805.59
0,1181,807.08
0,1182,809.34
0,1183,809.61
0,1184,811.64
0,1185,813.71
0,1186,815.07
0,1187,817.21
0,1188,818.55
0,1189,819.40
0,1190,820.22
0,1191,823.22
0,1192,823.76
0,1193,825.90
0,1194,827.39
0,1195,828.19
0,1196,830.08
0,1197,832.56
0,1198,832.75
0,1199,837.03
0,1200,837.74
0,1201,839.04
0,1202,840.21
0,1203,841.57
0,1204,844.40
0,1205,844.98
0,1206,848.60
0,1207,849.07
0,1208,849.94
0,1209,851.55
0,1210,855.10
0,1211,856.98
0,1212,858.17
0,1213,858.81
0,1214,862.92
0,1215,863.39
0,1216,866.28
0,1217,868.63
0,1218,869.50
0,1219,870.64
0,1220,873.33
0,1221,874.53
0,1222,877.27
0,1223,879.63
0,1224,880.15
0,1225,883.53
0,1226,885.02
0,1227,886.57
0,1228,891.43
0,1229,892.58
0,1230,895.30
0,1231,896.93
0,1232,897.85
0,1233,901.14
0,1234,904.46
0,1235,906.16
0,1236,909.88
0,1237,913.38
0,1238,915.08
0,1239,919.40
0,1240,922.01
0,1241,923.42
0,1242,925.54
0,1243,930.15
0,1244,932.08
0,1245,934.97
0,1246,941.06
0,1247,942.46
0,1248,949.94
0,1249,950.64
0,1250,954.50
0,1251,961.60
0,1252,967.04
0,1253,976.41
0,1254,979.14
