mode,1.0,10.0,20.0,30.0,40.0,50.0,100.0,150.0,200.0,250.0,300.0
1,0.584740,0.641763,0.648216,0.650568,0.651781,0.652532,0.654048,0.654570,0.654832,0.654985,0.655093
2,0.716569,0.768806,0.774483,0.776536,0.777598,0.778250,0.779575,0.780021,0.780247,0.780391,0.780482
3,1.075232,1.149835,1.158112,1.161112,1.162685,1.163597,1.165521,1.166178,1.166532,1.166734,1.166886
4,1.278610,1.401876,1.414729,1.419347,1.421713,1.423164,1.426102,1.427094,1.427590,1.427920,1.428127
5,1.326323,1.458600,1.472359,1.477277,1.479789,1.481342,1.484483,1.485555,1.486071,1.486388,1.486626
6,1.462999,1.590256,1.604907,1.610226,1.613006,1.614723,1.618188,1.619354,1.619973,1.620336,1.620555
7,1.529554,1.670961,1.685821,1.691163,1.693915,1.695585,1.699024,1.700169,1.700758,1.701105,1.701348
8,1.657285,1.797895,1.814087,1.819993,1.823036,1.824911,1.828751,1.830040,1.830717,1.831103,1.831361
9,1.720268,1.881948,1.898697,1.904681,1.907774,1.909628,1.913452,1.914715,1.915362,1.915762,1.916008
10,1.779501,1.930295,1.945810,1.951378,1.954246,1.955995,1.959549,1.960752,1.961353,1.961744,1.961984
11,1.780826,1.942110,1.958796,1.964747,1.967806,1.969692,1.973460,1.974745,1.975401,1.975789,1.976058
12,1.872368,2.082231,2.103220,2.110692,2.114515,2.116856,2.121614,2.123197,2.124002,2.124502,2.124835
13,1.997012,2.178082,2.195634,2.201909,2.205119,2.207070,2.211047,2.212407,2.213073,2.213499,2.213766
14,2.073406,2.251424,2.268331,2.274327,2.277410,2.279273,2.283073,2.284338,2.284983,2.285370,2.285628
15,2.131816,2.315816,2.334984,2.341893,2.345465,2.347626,2.352042,2.353546,2.354322,2.354773,2.355073
16,2.213899,2.447035,2.465590,2.472014,2.475303,2.477279,2.481298,2.482629,2.483317,2.483721,2.483982
17,2.293816,2.481679,2.497640,2.503299,2.506218,2.507982,2.511553,2.512773,2.513383,2.513735,2.513993
18,2.307297,2.533919,2.554175,2.561321,2.564978,2.567184,2.571682,2.573194,2.573973,2.574431,2.574729
19,2.327270,2.544415,2.567781,2.576011,2.580219,2.582754,2.587931,2.589662,2.590527,2.591051,2.591415
20,2.367209,2.601950,2.621365,2.628216,2.631714,2.633841,2.638180,2.639633,2.640370,2.640816,2.641106
21,2.413995,2.633864,2.659438,2.668578,2.673258,2.676102,2.681912,2.683868,2.684856,2.685449,2.685844
22,2.424767,2.644141,2.669329,2.678458,2.683187,2.686064,2.691918,2.693932,2.694917,2.695530,2.695923
23,2.573653,2.789373,2.812633,2.821026,2.825349,2.827998,2.833393,2.835224,2.836159,2.836700,2.837074
24,2.584078,2.832560,2.859245,2.868920,2.873930,2.876985,2.883250,2.885376,2.886438,2.887071,2.887520
25,2.629629,2.910563,2.939268,2.949560,2.954833,2.958064,2.964614,2.966821,2.967953,2.968629,2.969065
26,2.706357,2.970416,2.990771,2.998056,3.001810,3.004087,3.008735,3.010322,3.011105,3.011595,3.011908
27,2.755902,3.014080,3.044714,3.055520,3.061034,3.064403,3.071187,3.073490,3.074641,3.075331,3.075791
28,2.805097,3.064730,3.095739,3.107088,3.112984,3.116600,3.123988,3.126516,3.127779,3.128533,3.129042
29,2.895717,3.163821,3.189730,3.198941,3.203674,3.206562,3.212422,3.214404,3.215412,3.215999,3.216402
30,2.995833,3.289519,3.318801,3.329390,3.334858,3.338198,3.345026,3.347334,3.348497,3.349201,3.349676
31,3.019142,3.307251,3.337703,3.348461,3.353968,3.357324,3.364114,3.366409,3.367547,3.368247,3.368702
32,3.068671,3.375713,3.401187,3.410259,3.414924,3.417754,3.423528,3.425474,3.426455,3.427040,3.427436
33,3.117621,3.401551,3.426816,3.435837,3.440467,3.443379,3.449025,3.451076,3.451930,3.452613,3.452955
34,3.134144,3.442523,3.477626,3.490149,3.496563,3.500607,3.508515,3.511202,3.512546,3.513385,3.513888
35,3.194440,3.537968,3.567177,3.577575,3.582845,3.585970,3.592541,3.594838,3.595986,3.596642,3.597133
36,3.217722,3.552602,3.583009,3.593690,3.599264,3.602538,3.609406,3.611692,3.612834,3.613487,3.613976
37,3.286417,3.611692,3.643062,3.654212,3.659855,3.663398,3.670312,3.672720,3.674005,3.674646,3.675128
38,3.291472,3.639176,3.680578,3.695606,3.703415,3.708188,3.717874,3.721203,3.722787,3.723896,3.724529
39,3.314588,3.700070,3.737645,3.751029,3.757782,3.762016,3.770313,3.773283,3.774690,3.775470,3.776095
40,3.338727,3.708506,3.743004,3.755271,3.761546,3.765463,3.773283,3.775783,3.777188,3.777968,3.778436
41,3.413128,3.789033,3.832663,3.848475,3.856586,3.861628,3.871692,3.875193,3.876866,3.877931,3.878691
42,3.498754,3.849088,3.884766,3.897343,3.903843,3.907768,3.915756,3.918465,3.919819,3.920722,3.921173
43,3.572132,3.962456,3.999777,4.013169,4.020068,4.024172,4.032807,4.035730,4.037191,4.038067,4.038651
44,3.593526,4.005963,4.047401,4.061942,4.069338,4.073827,4.083079,4.086111,4.087698,4.088563,4.089284
45,3.663719,4.087553,4.122312,4.134452,4.140579,4.144280,4.151955,4.154511,4.155788,4.156497,4.157064
46,3.718667,4.126315,4.161176,4.173626,4.179978,4.183926,4.191810,4.194481,4.195746,4.196589,4.197151
47,3.731172,4.179837,4.214814,4.226967,4.233100,4.236719,4.244228,4.246866,4.248116,4.248809,4.249365
48,3.770783,4.212435,4.253248,4.267364,4.274680,4.278954,4.287901,4.290925,4.292436,4.293260,4.293947
49,3.847402,4.239363,4.275232,4.288039,4.294771,4.298750,4.306972,4.309709,4.311077,4.312034,4.312581
50,3.870778,4.255604,4.297104,4.311897,4.319548,4.324186,4.333584,4.336712,4.338343,4.339294,4.339974
51,3.914401,4.295183,4.335080,4.349202,4.356381,4.360845,4.369759,4.372727,4.374210,4.375153,4.375827
52,3.962753,4.343776,4.389146,4.405504,4.413927,4.419000,4.429395,4.432854,4.434583,4.435647,4.436444
53,3.988262,4.381078,4.418066,4.431125,4.437773,4.441890,4.450244,4.453026,4.454349,4.455276,4.455805
54,4.009641,4.412725,4.450774,4.464398,4.471392,4.475610,4.484427,4.487319,4.488764,4.489683,4.490340
55,4.051187,4.462549,4.497949,4.510907,4.517699,4.521743,4.530211,4.533073,4.534503,4.535413,4.535933
56,4.122598,4.484427,4.534503,4.552152,4.561210,4.566636,4.577855,4.581588,4.583389,4.584547,4.585319
57,4.147267,4.608150,4.640535,4.652082,4.657909,4.661578,4.668782,4.671307,4.672569,4.673326,4.673830
58,4.190966,4.622458,4.658162,4.670928,4.677487,4.681519,4.689698,4.692463,4.693845,4.694599,4.695227
59,4.251307,4.686051,4.734742,4.751647,4.760202,4.765401,4.775906,4.779485,4.781211,4.782321,4.782938
60,4.267778,4.732874,4.776893,4.792174,4.799919,4.804707,4.814269,4.817575,4.819165,4.820144,4.820878
61,4.303959,4.743700,4.794757,4.813044,4.822468,4.828088,4.839676,4.843573,4.845520,4.846737,4.847466
62,4.360845,4.803848,4.848196,4.864101,4.872337,4.877417,4.887560,4.891057,4.892865,4.893829,4.894552
63,4.383769,4.855002,4.901053,4.916907,4.924934,4.929721,4.939399,4.942740,4.944290,4.945244,4.945960
64,4.395321,4.906343,4.958223,4.976739,4.986208,4.991998,5.003795,5.007800,5.009801,5.010860,5.011448
65,4.568701,4.936055,4.971168,4.984552,4.991644,4.996012,5.005209,5.008271,5.009919,5.010978,5.011801
66,4.583004,5.003324,5.045218,5.060271,5.068071,5.072839,5.082593,5.085840,5.087462,5.088505,5.089201
67,4.597518,5.009330,5.049073,5.063299,5.070630,5.075163,5.084216,5.087347,5.088853,5.089896,5.090475
68,4.637103,5.119349,5.159958,5.174222,5.181509,5.185945,5.194919,5.197869,5.199457,5.200364,5.200931
69,4.648532,5.125679,5.171030,5.186741,5.194692,5.199570,5.209313,5.212481,5.214178,5.215195,5.215761
70,4.700498,5.130853,5.178322,5.195146,5.203651,5.208860,5.219490,5.223103,5.224796,5.225924,5.226601
71,4.768740,5.185149,5.224458,5.238770,5.246193,5.250687,5.260111,5.263248,5.264816,5.265824,5.266496
72,4.775165,5.235843,5.282146,5.298751,5.307312,5.312531,5.323175,5.326718,5.328489,5.329595,5.330369
73,4.835288,5.300086,5.334129,5.346164,5.352446,5.356190,5.363890,5.366527,5.367846,5.368614,5.369164
74,4.910307,5.379147,5.417048,5.430310,5.437146,5.441265,5.449711,5.452523,5.453928,5.454793,5.455442
75,4.915467,5.383639,5.427487,5.442349,5.449927,5.454577,5.463757,5.466778,5.468395,5.469258,5.469905
76,4.935100,5.418898,5.464944,5.481749,5.490454,5.495821,5.506645,5.510285,5.512210,5.513280,5.514028
77,4.950726,5.432047,5.478629,5.495284,5.503754,5.509000,5.519586,5.523110,5.524924,5.525991,5.526738
78,4.972116,5.499467,5.536757,5.550052,5.556847,5.560983,5.569565,5.572422,5.573798,5.574749,5.575278
79,5.014389,5.544206,5.581197,5.594281,5.600917,5.604916,5.613010,5.615845,5.617210,5.618050,5.618574
80,5.050357,5.684923,5.726773,5.741168,5.748660,5.753171,5.762285,5.765456,5.766990,5.767910,5.768523
81,5.077486,5.685753,5.730684,5.746711,5.754811,5.759829,5.769750,5.773121,5.774755,5.775776,5.776490
82,5.142217,5.735723,5.769954,5.781795,5.787809,5.791475,5.798902,5.801443,5.802663,5.803475,5.803983
83,5.228631,5.810887,5.851232,5.865322,5.872555,5.876870,5.885692,5.888597,5.890099,5.890999,5.891600
84,5.243158,5.851433,5.903796,5.920351,5.928512,5.933383,5.943113,5.946386,5.947972,5.948964,5.949657
85,5.314418,5.894601,5.935569,5.949856,5.957184,5.961636,5.970629,5.973690,5.975170,5.976058,5.976749
86,5.330480,5.923040,5.964899,5.979116,5.986211,5.990544,5.999297,6.002244,6.003718,6.004601,6.005190
87,5.389769,5.945593,6.001753,6.017745,6.025382,6.029979,6.039456,6.042580,6.044141,6.045116,6.045799
88,5.415197,5.960647,6.002834,6.022348,6.032912,6.039261,6.052134,6.056419,6.058561,6.059923,6.060798
89,5.486157,5.970925,6.023523,6.042287,6.051939,6.057685,6.069450,6.073335,6.075276,6.076441,6.077217
90,5.486694,6.014707,6.058853,6.074500,6.082550,6.087395,6.097363,6.100747,6.102389,6.103452,6.104128
91,5.533348,6.030566,6.074305,6.090494,6.099103,6.104418,6.115322,6.119178,6.121104,6.122260,6.123031
92,5.539206,6.099007,6.139186,6.153096,6.160183,6.164489,6.173186,6.176146,6.177578,6.178437,6.179105
