mode,0
1,2.399879
2,2.811273
3,3.281715
4,3.772469
5,4.662190
6,6.224822
7,6.563577
8,7.428890
9,7.822294
10,8.572857
11,9.026458
12,10.121473
13,10.378843
14,11.001573
15,11.392982
16,11.810435
17,12.212626
18,12.634690
19,13.245711
20,14.312528
21,14.568625
22,15.043052
23,15.493032
24,16.265955
25,16.580751
26,16.871371
27,17.434444
28,17.762222
29,18.210371
30,18.507592
31,19.490437
32,19.696401
33,20.061409
34,20.518927
35,20.953625
36,21.494190
37,21.709333
38,22.416042
39,22.788687
40,23.698174
41,24.022345
42,24.885882
43,25.099273
44,25.592627
45,25.754304
46,26.078482
47,26.592474
48,26.827003
49,27.334797
50,27.681667
51,27.877787
52,28.458742
53,28.996531
54,29.279451
55,29.769713
56,29.831178
57,30.058699
58,30.304809
59,31.008413
60,31.218118
61,31.693997
62,32.085793
63,32.878136
64,33.167911
65,33.255928
66,33.727580
67,34.012095
68,34.192080
69,34.631723
70,35.367619
71,35.505898
72,35.961915
73,36.112846
74,36.356129
75,36.640373
76,36.836163
77,37.093595
78,37.845826
79,37.880949
80,38.331466
81,38.516440
82,38.993338
83,39.600034
84,39.865674
85,40.335336
86,40.520166
87,41.553026
88,41.834404
89,41.899246
90,42.229215
91,42.342891
92,42.783557
93,43.142110
94,43.519560
95,43.718884
96,43.917542
97,44.283180
98,45.009714
99,45.225169
100,45.309987
101,45.755325
102,45.968680
103,46.221494
104,46.440428
105,46.702557
106,46.969869
107,47.456043
108,47.617591
109,47.867753
110,48.062030
111,48.513551
112,49.002362
113,49.112446
114,49.543548
115,49.661349
116,50.348295
117,50.878387
118,51.048076
119,51.194744
120,51.799745
121,52.039446
122,52.426421
123,52.868486
124,53.052658
125,53.317581
126,53.727038
127,53.945899
128,54.039641
129,54.460349
130,54.802862
131,55.315115
132,55.517713
133,55.673241
134,55.998603
135,56.420351
136,56.910314
137,57.114230
138,57.476845
139,57.691901
140,57.821430
141,57.882760
142,58.234284
143,58.683535
144,58.802207
145,59.114437
146,59.455695
147,59.745356
148,59.913269
149,60.396982
150,60.695264
151,61.268537
152,61.452552
153,61.756114
154,61.851575
155,61.925359
156,62.323101
157,62.658223
158,62.955122
159,63.156474
160,63.647989
161,63.896564
162,64.095228
163,64.371624
164,64.679902
165,64.723478
166,65.229083
167,65.631476
168,65.962321
169,66.144301
170,66.484680
171,66.635630
172,66.769596
173,67.079219
174,67.346723
175,67.699152
176,67.831412
177,68.207190
178,68.571542
179,68.824675
180,69.081510
181,69.620534
182,69.657554
183,70.293919
184,70.666772
185,70.818592
186,71.068322
187,71.290811
188,71.736843
189,71.852613
190,72.262662
191,72.478889
192,72.834078
193,72.985106
194,73.106269
195,73.373962
196,73.911764
