mode,1.0,5.0,10.0,25.0,50.0,75.0,100.0,125.0,150.0
1,1.005364,1.005290,1.005220,1.005167,1.005143,1.005149,1.005129,1.005135,1.005109
2,1.002652,1.002191,1.002143,1.002107,1.002094,1.002111,1.002089,1.002112,1.002079
3,1.012447,1.010637,1.010341,1.010149,1.010081,1.010077,1.010043,1.010053,1.010014
4,1.019483,1.017417,1.017068,1.016809,1.016655,1.016722,1.016681,1.016651,1.016581
5,1.032606,1.028329,1.027441,1.026768,1.026496,1.026519,1.026446,1.026392,1.026281
6,1.036645,1.033788,1.033140,1.032629,1.032398,1.032462,1.032396,1.032336,1.032237
7,1.035711,1.032224,1.031493,1.030936,1.030696,1.030767,1.030701,1.030642,1.030521
8,1.036616,1.033828,1.033288,1.032891,1.032695,1.032770,1.032712,1.032661,1.032548
9,1.039013,1.035095,1.034255,1.033698,1.033463,1.033519,1.033460,1.033409,1.033286
10,1.038451,1.034625,1.033712,1.033065,1.032792,1.032825,1.032758,1.032707,1.032569
11,1.063598,1.060268,1.059418,1.058801,1.058538,1.058575,1.058515,1.058451,1.058314
12,1.066454,1.063626,1.063011,1.062572,1.062384,1.062438,1.062400,1.062331,1.062198
13,1.071968,1.069416,1.068898,1.068508,1.068375,1.068466,1.068419,1.068347,1.068206
14,1.079317,1.069683,1.068125,1.066893,1.066576,1.066530,1.066483,1.066367,1.066180
15,1.071918,1.068681,1.067844,1.066957,1.066765,1.066799,1.066754,1.066638,1.066450
16,1.082140,1.080518,1.079669,1.078476,1.078142,1.078143,1.078117,1.077912,1.077715
17,1.087202,1.085012,1.084362,1.083626,1.083438,1.083538,1.083503,1.083366,1.083203
18,1.088393,1.088235,1.088495,1.088450,1.088527,1.088749,1.088774,1.088665,1.088533
19,1.090405,1.086488,1.086443,1.086291,1.086295,1.086552,1.086580,1.086414,1.086341
20,1.088415,1.083689,1.082915,1.082343,1.082186,1.082397,1.082404,1.082187,1.082089
21,1.085322,1.082340,1.081883,1.081467,1.081292,1.081556,1.081565,1.081349,1.081251
22,1.099799,1.096203,1.095480,1.094890,1.094609,1.094841,1.094858,1.094628,1.094572
23,1.114531,1.107892,1.105789,1.104291,1.103736,1.103856,1.103863,1.103554,1.103517
24,1.112767,1.107198,1.106611,1.106233,1.106058,1.106348,1.106419,1.106128,1.106111
25,1.110412,1.105747,1.105574,1.105471,1.105430,1.105742,1.105836,1.105545,1.105527
26,1.113633,1.108873,1.108304,1.107885,1.107685,1.107951,1.108002,1.107729,1.107690
27,1.114539,1.109052,1.108299,1.107787,1.107580,1.107825,1.107875,1.107602,1.107562
28,1.114228,1.106673,1.105445,1.104568,1.104192,1.104411,1.104411,1.104161,1.104105
29,1.113762,1.109993,1.108279,1.106486,1.105725,1.105841,1.105790,1.105470,1.105398
