mode,1.0,5.0,10.0,25.0,50.0,75.0,100.0,125.0,150.0
1,0.215607,0.235292,0.239221,0.241883,0.242831,0.243154,0.243319,0.243416,0.243484
2,0.238673,0.259082,0.263133,0.265871,0.266845,0.267176,0.267343,0.267443,0.267511
3,0.287524,0.314192,0.319759,0.323590,0.324968,0.325440,0.325679,0.325824,0.325920
4,0.391365,0.429971,0.437664,0.442873,0.444733,0.445356,0.445673,0.445872,0.446004
5,0.531841,0.583357,0.593964,0.601226,0.603819,0.604707,0.605155,0.605428,0.605613
6,0.604258,0.648353,0.657518,0.663881,0.666186,0.666973,0.667371,0.667618,0.667777
7,0.633561,0.689950,0.702005,0.710338,0.713336,0.714360,0.714880,0.715194,0.715408
8,0.707843,0.769036,0.780716,0.788471,0.791203,0.792134,0.792603,0.792885,0.793071
9,0.747032,0.810150,0.823031,0.831555,0.834534,0.835544,0.836052,0.836355,0.836560
10,0.776361,0.832533,0.844884,0.853811,0.857126,0.858274,0.858858,0.859208,0.859448
11,0.827475,0.913831,0.931885,0.944305,0.948771,0.950298,0.951068,0.951539,0.951848
12,0.944567,1.030917,1.048570,1.060579,1.064862,1.066328,1.067063,1.067511,1.067809
13,0.981172,1.064973,1.082206,1.094078,1.098327,1.099775,1.100526,1.100954,1.101276
14,1.047608,1.135490,1.153572,1.166077,1.170518,1.172079,1.172833,1.173285,1.173637
15,1.106243,1.198640,1.216898,1.229430,1.233882,1.235411,1.236174,1.236651,1.236985
16,1.122907,1.232783,1.255765,1.271582,1.277272,1.279209,1.280177,1.280776,1.281190
17,1.161670,1.268936,1.289538,1.303228,1.308105,1.309726,1.310581,1.311076,1.311391
18,1.225444,1.325967,1.347754,1.362936,1.368419,1.370270,1.371217,1.371776,1.372162
19,1.324143,1.446871,1.468871,1.483331,1.488450,1.490152,1.491022,1.491576,1.491892
20,1.371217,1.483927,1.507813,1.524070,1.529900,1.531865,1.532865,1.533480,1.533903
21,1.382607,1.508438,1.533596,1.550800,1.556984,1.559066,1.560124,1.560767,1.561220
22,1.433607,1.556037,1.581295,1.598576,1.604797,1.606927,1.607990,1.608650,1.609053
23,1.482217,1.621282,1.646828,1.663677,1.669549,1.671561,1.672548,1.673183,1.673570
24,1.509298,1.654151,1.683931,1.704429,1.711816,1.714328,1.715600,1.716391,1.716906
25,1.567514,1.701937,1.724273,1.738406,1.743249,1.744906,1.745716,1.746223,1.746561
26,1.617095,1.736574,1.760112,1.776351,1.782249,1.784266,1.785290,1.785885,1.786314
27,1.656395,1.787469,1.817789,1.839584,1.847548,1.850322,1.851692,1.852551,1.853092
28,1.667323,1.829879,1.865112,1.889515,1.898356,1.901366,1.902916,1.903814,1.904434
29,1.727348,1.908114,1.942292,1.964597,1.972385,1.975013,1.976326,1.977132,1.977668
30,1.813665,1.955874,1.986028,2.007025,2.014619,2.017222,2.018537,2.019326,2.019851
31,1.860015,1.998694,2.026670,2.046011,2.053002,2.055413,2.056617,2.057363,2.057850
32,1.894874,2.051364,2.078745,2.096678,2.102968,2.105098,2.106162,2.106805,2.107225
33,1.903938,2.087124,2.123142,2.147166,2.155634,2.158531,2.159979,2.160879,2.161452
34,1.963636,2.139436,2.176078,2.201105,2.210034,2.213100,2.214644,2.215576,2.216188
35,1.993939,2.161643,2.194022,2.215789,2.223518,2.226142,2.227466,2.228260,2.228789
36,2.008757,2.193834,2.230164,2.255035,2.263934,2.267005,2.268539,2.269448,2.270071
37,2.058680,2.256133,2.298618,2.328258,2.338996,2.342673,2.344510,2.345641,2.346395
38,2.150870,2.324659,2.356300,2.378069,2.385965,2.388681,2.390063,2.390877,2.391444
39,2.157028,2.337458,2.372061,2.395681,2.404157,2.407049,2.408518,2.409399,2.409986
40,2.191602,2.392948,2.440376,2.473087,2.484718,2.488677,2.490667,2.491850,2.492654
41,2.228260,2.438926,2.478398,2.505348,2.515165,2.518539,2.520271,2.521300,2.522001
42,2.330966,2.551681,2.590937,2.617381,2.626825,2.630055,2.631669,2.632654,2.633304
43,2.353896,2.558234,2.603921,2.635877,2.647439,2.651400,2.653423,2.654623,2.655444
44,2.423064,2.685383,2.729309,2.758062,2.768155,2.771582,2.773305,2.774346,2.775047
45,2.483602,2.720351,2.770539,2.804424,2.816424,2.820504,2.822552,2.823784,2.824619
46,2.488298,2.746150,2.791866,2.821653,2.831998,2.835494,2.837240,2.838300,2.839006
47,2.496625,2.760455,2.806085,2.836076,2.846659,2.850260,2.852060,2.853155,2.853899
48,2.544739,2.806190,2.860543,2.896063,2.908496,2.912710,2.914834,2.916108,2.916957
49,2.554821,2.848440,2.897000,2.926200,2.936458,2.939950,2.941714,2.942776,2.943497
50,2.620713,2.865548,2.914814,2.948121,2.959558,2.963420,2.965350,2.966523,2.967298
51,2.665063,2.888174,2.942956,2.986134,3.002536,3.008226,3.011105,3.012848,3.014021
52,2.728985,3.011066,3.069171,3.107980,3.121590,3.126195,3.128514,3.129908,3.130850
53,2.746687,3.023923,3.076922,3.113003,3.125912,3.130323,3.132563,3.133899,3.134802
54,2.772879,3.059994,3.114499,3.150487,3.163224,3.167564,3.169760,3.171080,3.171973
55,2.856542,3.100535,3.156358,3.195215,3.209098,3.213835,3.216237,3.217667,3.218638
56,2.870502,3.148147,3.201722,3.237706,3.248904,3.252133,3.253692,3.254634,3.255250
57,2.985581,3.182810,3.218125,3.242346,3.252659,3.256807,3.258961,3.260263,3.261149
58,2.992485,3.269924,3.322406,3.357904,3.370452,3.374700,3.376848,3.378140,3.379013
59,3.032140,3.303345,3.352544,3.385741,3.397701,3.401794,3.403873,3.405120,3.405969
60,3.075734,3.414544,3.476948,3.513888,3.526784,3.531295,3.533632,3.534967,3.535800
61,3.163280,3.426197,3.482031,3.523941,3.538801,3.543795,3.546290,3.547952,3.548949
62,3.178936,3.483216,3.541798,3.580870,3.594838,3.599591,3.601884,3.603356,3.604338
63,3.250628,3.536968,3.590899,3.627655,3.640796,3.645327,3.647591,3.648884,3.649853
64,3.305611,3.601884,3.659211,3.697360,3.711049,3.715653,3.718033,3.719460,3.720411
65,3.322956,3.609732,3.679297,3.727852,3.744894,3.750715,3.753543,3.755271,3.756527
66,3.388300,3.674486,3.730698,3.769844,3.784206,3.789188,3.791677,3.793232,3.794164
67,3.405882,3.713114,3.772190,3.812302,3.826658,3.831586,3.834047,3.835584,3.836506
68,3.461312,3.779061,3.833585,3.870473,3.883552,3.887952,3.890226,3.891590,3.892499
69,3.482370,3.869864,3.940223,3.986784,4.003018,4.008464,4.011258,4.012875,4.014050
70,3.514391,3.909879,3.974490,4.015812,4.030321,4.035292,4.037775,4.039381,4.040257
71,3.586628,3.929284,3.995942,4.041424,4.057731,4.063248,4.066004,4.067744,4.068904
72,3.633339,3.976270,4.030906,4.067019,4.079757,4.084235,4.086399,4.087698,4.088563
73,3.665811,3.979679,4.045507,4.090005,4.105544,4.110854,4.113435,4.115012,4.116158
74,3.681059,4.004344,4.065859,4.106837,4.121311,4.126315,4.128744,4.130314,4.131313
75,3.697998,4.031199,4.087842,4.127172,4.141576,4.146413,4.148972,4.150535,4.151529
76,3.737487,4.067019,4.140579,4.189559,4.206833,4.212575,4.215513,4.217331,4.218589
77,3.797892,4.163867,4.238806,4.288039,4.304781,4.310393,4.313264,4.314904,4.316134
78,3.820181,4.184489,4.249642,4.294908,4.311760,4.317500,4.320503,4.322277,4.323504
79,3.853986,4.250336,4.320094,4.366925,4.383635,4.389280,4.392234,4.393845,4.395052
80,3.903088,4.277162,4.355433,4.409116,4.428330,4.434849,4.438172,4.440164,4.441492
81,3.916960,4.339294,4.417799,4.471392,4.490471,4.497031,4.500308,4.502273,4.503582
82,3.960074,4.376366,4.465058,4.523829,4.544245,4.551116,4.554613,4.556683,4.557977
83,3.993433,4.415797,4.495458,4.547358,4.565603,4.571926,4.575149,4.577082,4.578370
84,4.008612,4.445472,4.516524,4.566248,4.584033,4.590074,4.593156,4.594952,4.596235
85,4.059474,4.488370,4.554095,4.598416,4.614159,4.619523,4.622203,4.623861,4.625008
86,4.093751,4.549173,4.627557,4.679000,4.697236,4.703382,4.706515,4.708394,4.709646
87,4.145418,4.625135,4.709145,4.765401,4.785279,4.792051,4.795495,4.797584,4.798936
88,4.175744,4.636086,4.738476,4.804830,4.827600,4.835166,4.838945,4.841259,4.842720
89,4.218450,4.709145,4.787496,4.840041,4.859008,4.865434,4.868705,4.870642,4.871974
90,4.243672,4.712399,4.796724,4.852208,4.872095,4.878988,4.882491,4.884544,4.885871
91,4.277852,4.750282,4.844911,4.902376,4.922180,4.928883,4.932351,4.934383,4.935697
92,4.303274,4.767627,4.855123,4.912468,4.932471,4.939279,4.942740,4.944767,4.946198
