mode,1.0,5.0,10.0,25.0,50.0,75.0,100.0,125.0,150.0
1,1.007064,1.006741,1.006601,1.006499,1.006461,1.006453,1.006432,1.006438,1.006423
2,1.008815,1.008128,1.007947,1.007816,1.007766,1.007756,1.007734,1.007747,1.007725
3,1.019951,1.017436,1.016959,1.016637,1.016524,1.016485,1.016451,1.016457,1.016429
4,1.028903,1.026030,1.025468,1.025066,1.024883,1.024880,1.024835,1.024832,1.024770
5,1.043301,1.037591,1.036395,1.035545,1.035206,1.035156,1.035079,1.035051,1.034965
6,1.054627,1.048392,1.047110,1.046212,1.045850,1.045803,1.045726,1.045690,1.045599
7,1.056099,1.049211,1.047800,1.046824,1.046432,1.046384,1.046306,1.046268,1.046164
8,1.056597,1.050476,1.049268,1.048441,1.048096,1.048054,1.047983,1.047954,1.047859
9,1.060363,1.052814,1.051065,1.049869,1.049400,1.049319,1.049229,1.049191,1.049086
10,1.061348,1.053977,1.052515,1.051533,1.051142,1.051082,1.051006,1.050974,1.050868
11,1.091144,1.084397,1.083036,1.082118,1.081748,1.081696,1.081627,1.081591,1.081484
12,1.099662,1.093634,1.092565,1.091859,1.091574,1.091546,1.091496,1.091462,1.091359
13,1.110659,1.105227,1.104278,1.103627,1.103407,1.103400,1.103334,1.103291,1.103179
14,1.135881,1.126403,1.125072,1.124110,1.123872,1.123811,1.123765,1.123706,1.123579
15,1.146070,1.137123,1.135772,1.134716,1.134442,1.134397,1.134338,1.134270,1.134137
16,1.159442,1.154069,1.152841,1.151596,1.151210,1.151114,1.151069,1.150943,1.150798
17,1.167419,1.159634,1.158428,1.157497,1.157263,1.157231,1.157217,1.157125,1.157015
18,1.169112,1.164329,1.164204,1.164055,1.164130,1.164223,1.164271,1.164209,1.164130
19,1.170683,1.163738,1.163472,1.163275,1.163323,1.163419,1.163469,1.163376,1.163328
20,1.167705,1.160306,1.159694,1.159311,1.159302,1.159378,1.159433,1.159315,1.159240
21,1.167669,1.160186,1.159636,1.159283,1.159246,1.159350,1.159405,1.159286,1.159212
22,1.175148,1.166919,1.166153,1.165658,1.165546,1.165633,1.165681,1.165556,1.165504
23,1.190346,1.178146,1.175773,1.174267,1.173850,1.173820,1.173834,1.173653,1.173597
24,1.190931,1.178959,1.177996,1.177551,1.177505,1.177629,1.177708,1.177546,1.177510
25,1.191617,1.180493,1.179537,1.179112,1.179103,1.179224,1.179302,1.179138,1.179102
26,1.195748,1.184341,1.182766,1.181819,1.181596,1.181645,1.181678,1.181512,1.181452
27,1.197802,1.188398,1.188051,1.187940,1.188027,1.188159,1.188243,1.188111,1.188067
28,1.199224,1.190427,1.189842,1.189567,1.189581,1.189708,1.189770,1.189656,1.189611
29,1.200550,1.200352,1.200210,1.199520,1.199313,1.199380,1.199412,1.199253,1.199203
30,1.194012,1.194417,1.195717,1.196390,1.196609,1.196823,1.196928,1.196805,1.196792
31,1.192852,1.194011,1.196180,1.197923,1.198650,1.199042,1.199245,1.199170,1.199205
32,1.195904,1.194396,1.196441,1.198132,1.198842,1.199233,1.199436,1.199361,1.199397
33,1.195262,1.195624,1.197692,1.199357,1.200058,1.200447,1.200648,1.200557,1.200592
34,1.200259,1.198869,1.200537,1.201967,1.202590,1.202944,1.203128,1.203034,1.203068
35,1.199244,1.199912,1.202050,1.203827,1.204568,1.204960,1.205171,1.205090,1.205137
36,1.204490,1.204695,1.206588,1.208133,1.208800,1.209155,1.209347,1.209276,1.209308
37,1.233761,1.225475,1.225333,1.225550,1.225786,1.226003,1.226133,1.226020,1.226016
38,1.232990,1.230918,1.231433,1.231807,1.232016,1.232220,1.232331,1.232225,1.232206
39,1.252368,1.256266,1.261833,1.265907,1.267449,1.268112,1.268450,1.268486,1.268559
40,1.269530,1.280455,1.282661,1.283697,1.284068,1.284330,1.284468,1.284382,1.284374
41,1.282802,1.288981,1.291214,1.292780,1.293394,1.293738,1.293912,1.293864,1.293864
42,1.285722,1.292699,1.297538,1.301109,1.302457,1.303056,1.303362,1.303383,1.303444
43,1.295250,1.313266,1.317324,1.320051,1.321070,1.321558,1.321797,1.321781,1.321820
44,1.301764,1.313363,1.316834,1.319427,1.320430,1.320919,1.321168,1.321153,1.321183
45,1.304747,1.315683,1.319209,1.321750,1.322725,1.323207,1.323454,1.323436,1.323455
46,1.317199,1.326573,1.330328,1.331638,1.332085,1.332403,1.332563,1.332491,1.332477
47,1.343256,1.334167,1.335409,1.336655,1.337212,1.337557,1.337749,1.337683,1.337666
48,1.357526,1.350450,1.348155,1.347436,1.347389,1.347541,1.347628,1.347506,1.347456
49,1.394712,1.364314,1.360571,1.360447,1.360646,1.360886,1.361013,1.360916,1.360877
50,1.422277,1.395721,1.393345,1.393491,1.393818,1.394095,1.394253,1.394164,1.394125
51,1.456886,1.456689,1.451810,1.447861,1.446355,1.445983,1.445815,1.445523,1.445339
