frame_number,rmsd
518,2.812139e+00
519,2.971733e+00
520,3.048967e+00
521,3.099068e+00
522,3.228042e+00
523,3.267450e+00
524,3.263328e+00
525,3.339671e+00
526,3.307745e+00
527,3.293036e+00
528,3.334361e+00
529,3.353015e+00
530,3.337972e+00
531,3.296719e+00
532,3.381207e+00
533,3.515318e+00
534,3.541283e+00
535,3.572628e+00
536,3.575607e+00
537,3.518951e+00
538,3.425537e+00
539,3.200746e+00
540,3.315461e+00
541,3.266237e+00
542,3.361348e+00
543,3.276316e+00
544,3.232213e+00
545,3.245633e+00
546,3.436539e+00
547,3.401066e+00
548,3.414341e+00
549,3.519338e+00
550,3.611533e+00
551,3.753315e+00
552,3.689534e+00
553,3.860369e+00
554,3.637136e+00
555,3.670777e+00
556,3.668974e+00
557,3.828148e+00
558,3.687299e+00
559,3.509510e+00
560,3.605661e+00
561,3.613709e+00
562,3.456268e+00
563,3.317391e+00
564,3.253028e+00
565,3.218862e+00
566,3.085466e+00
567,3.158295e+00
568,3.182526e+00
569,3.262987e+00
570,3.407041e+00
571,3.324087e+00
572,3.377146e+00
573,3.251483e+00
574,3.433973e+00
575,3.557519e+00
576,3.545264e+00
577,3.392485e+00
578,3.443345e+00
579,3.484360e+00
580,3.528934e+00
581,3.450375e+00
582,3.620403e+00
583,3.454949e+00
584,3.468124e+00
585,3.492217e+00
586,3.330166e+00
587,3.475920e+00
588,3.651299e+00
589,3.383446e+00
590,3.476016e+00
591,3.459098e+00
592,3.661033e+00
593,3.634999e+00
594,3.562161e+00
595,3.503937e+00
596,3.400292e+00
597,3.324066e+00
598,3.475830e+00
599,3.496992e+00
600,3.347518e+00
601,3.392245e+00
602,3.432331e+00
603,3.404551e+00
604,3.230475e+00
605,3.363894e+00
606,3.312103e+00
607,3.319145e+00
608,3.381602e+00
609,3.489482e+00
610,3.443939e+00
611,3.438573e+00
612,3.448135e+00
613,3.571255e+00
614,3.540952e+00
615,3.399715e+00
616,3.544771e+00
617,3.680335e+00
618,3.754771e+00
619,3.768919e+00
620,3.709470e+00
621,3.903509e+00
622,4.024582e+00
623,3.862589e+00
624,4.076796e+00
625,4.083609e+00
626,4.140389e+00
627,3.977834e+00
628,3.895065e+00
629,3.959546e+00
630,3.822139e+00
631,3.831884e+00
632,3.661683e+00
633,3.700029e+00
634,3.618834e+00
635,3.503867e+00
636,3.444345e+00
637,3.462342e+00
638,3.443251e+00
639,3.446924e+00
640,3.553695e+00
641,3.606044e+00
642,3.494738e+00
643,3.490416e+00
644,3.430566e+00
645,3.424182e+00
646,3.517250e+00
647,3.405440e+00
648,3.400572e+00
649,3.215901e+00
650,3.338833e+00
651,3.378768e+00
652,3.253957e+00
653,3.286240e+00
654,3.170095e+00
655,3.269681e+00
656,3.302137e+00
657,3.311335e+00
658,3.154640e+00
659,3.036726e+00
660,3.117958e+00
661,3.141539e+00
662,3.309605e+00
663,3.263327e+00
664,3.292906e+00
665,3.358085e+00
666,3.329835e+00
667,3.276899e+00
668,3.362164e+00
669,3.154322e+00
670,3.236618e+00
671,3.128186e+00
672,3.025628e+00
673,2.950135e+00
674,2.973006e+00
675,2.793467e+00
676,2.859809e+00
677,2.983791e+00
678,2.902286e+00
679,3.023876e+00
680,2.922821e+00
681,3.035887e+00
682,2.910355e+00
683,3.000303e+00
684,3.087802e+00
685,3.084254e+00
686,3.287416e+00
687,3.118680e+00
688,3.104236e+00
689,3.034719e+00
690,3.027892e+00
691,2.932438e+00
692,3.056798e+00
693,3.026234e+00
694,2.890766e+00
695,2.979915e+00
696,3.035355e+00
697,2.848927e+00
698,2.999107e+00
699,2.899664e+00
700,2.939290e+00
701,3.134129e+00
702,2.949577e+00
703,3.092305e+00
704,3.016572e+00
705,2.960432e+00
706,2.879413e+00
707,2.950560e+00
708,3.136243e+00
709,3.017527e+00
710,3.082050e+00
711,3.287031e+00
712,3.160955e+00
713,3.282660e+00
714,3.198624e+00
715,3.076386e+00
716,3.240056e+00
717,3.458583e+00
718,3.367297e+00
719,3.349888e+00
720,3.300935e+00
721,3.296991e+00
722,3.268961e+00
723,3.373987e+00
724,3.414920e+00
725,3.344196e+00
726,3.223378e+00
727,3.166863e+00
728,3.303965e+00
729,3.227503e+00
730,3.358377e+00
731,3.352012e+00
732,3.530396e+00
733,3.548212e+00
734,3.520688e+00
735,3.741109e+00
736,3.785137e+00
737,3.731098e+00
738,3.645875e+00
739,3.840795e+00
740,3.764529e+00
741,3.722045e+00
742,3.848238e+00
743,3.853013e+00
744,3.796508e+00
745,3.874306e+00
746,3.982586e+00
747,3.910045e+00
748,3.709436e+00
749,3.780125e+00
750,3.845158e+00
751,3.927284e+00
752,3.974011e+00
753,4.029324e+00
754,3.983735e+00
755,4.000964e+00
756,3.987604e+00
757,3.944079e+00
758,3.810942e+00
759,3.837773e+00
760,3.847644e+00
761,3.855560e+00
762,3.941559e+00
763,4.089645e+00
764,4.147820e+00
765,4.191843e+00
766,4.251650e+00
767,4.247905e+00
768,4.264197e+00
769,4.395772e+00
770,4.150885e+00
771,4.279489e+00
772,4.284295e+00
773,4.115730e+00
774,4.227881e+00
775,4.207822e+00
776,4.039079e+00
777,4.101418e+00
778,4.006592e+00
779,4.088245e+00
780,4.002714e+00
781,3.968522e+00
782,3.851121e+00
783,3.870612e+00
784,3.973165e+00
785,3.845174e+00
786,3.948400e+00
787,4.069037e+00
788,4.047837e+00
789,3.999120e+00
790,3.887215e+00
791,4.077172e+00
792,4.049126e+00
793,4.225715e+00
794,4.206514e+00
795,4.184627e+00
796,4.366212e+00
797,4.215374e+00
798,4.105396e+00
799,4.174786e+00
800,4.174999e+00
801,4.249448e+00
802,4.250932e+00
803,4.111472e+00
804,4.045600e+00
805,4.065123e+00
806,3.964317e+00
807,3.833010e+00
808,3.854598e+00
809,3.661901e+00
810,3.434574e+00
811,3.484382e+00
812,3.460944e+00
813,3.436931e+00
814,3.466141e+00
815,3.479618e+00
816,3.513545e+00
817,3.518269e+00
818,3.618990e+00
819,3.668587e+00
820,3.465934e+00
821,3.519212e+00
822,3.281191e+00
823,3.251001e+00
824,3.318447e+00
825,3.338729e+00
826,3.178683e+00
827,3.366996e+00
828,3.257365e+00
829,3.044118e+00
830,3.089845e+00
831,3.059926e+00
832,3.050457e+00
833,3.115553e+00
834,3.103994e+00
835,3.123216e+00
836,3.263324e+00
837,3.449632e+00
838,3.329355e+00
839,3.399506e+00
840,3.313061e+00
841,3.322732e+00
842,3.168446e+00
843,3.384003e+00
844,3.321370e+00
845,3.351523e+00
846,3.648042e+00
847,3.510824e+00
848,3.449883e+00
849,3.498371e+00
850,3.562647e+00
851,3.584088e+00
852,3.671598e+00
853,3.692577e+00
854,3.665438e+00
855,3.768856e+00
856,3.896137e+00
857,3.923097e+00
858,3.841064e+00
859,3.941452e+00
860,3.868500e+00
861,3.964488e+00
862,3.919426e+00
863,3.732205e+00
864,3.897988e+00
865,3.786939e+00
866,3.771740e+00
867,3.895066e+00
868,4.004536e+00
869,3.988534e+00
870,4.137437e+00
871,4.091991e+00
872,3.955353e+00
873,3.839837e+00
874,3.932352e+00
875,3.907969e+00
876,3.745902e+00
877,3.874579e+00
878,3.927883e+00
879,3.863319e+00
880,3.830301e+00
881,3.865120e+00
882,3.906716e+00
883,3.697825e+00
884,3.692359e+00
885,3.693628e+00
886,3.751452e+00
887,3.727451e+00
888,3.788193e+00
889,3.807750e+00
890,3.644885e+00
891,3.416657e+00
892,3.486927e+00
893,3.582843e+00
894,3.464260e+00
895,3.389622e+00
896,3.443973e+00
897,3.504180e+00
898,3.555193e+00
899,3.624387e+00
900,3.713294e+00
901,3.656131e+00
902,3.664125e+00
903,3.599345e+00
904,3.505039e+00
905,3.478605e+00
906,3.665692e+00
907,3.639320e+00
908,3.714196e+00
909,3.591482e+00
910,3.605207e+00
911,3.533546e+00
912,3.549504e+00
913,3.569943e+00
914,3.592130e+00
915,3.556135e+00
916,3.590682e+00
917,3.555841e+00
918,3.526006e+00
919,3.618596e+00
920,3.592829e+00
921,3.572607e+00
922,3.260871e+00
923,3.150995e+00
924,3.188584e+00
925,3.136028e+00
926,3.113911e+00
927,3.162878e+00
928,3.390290e+00
929,3.321492e+00
930,3.379154e+00
931,3.499591e+00
932,3.510959e+00
933,3.484166e+00
934,3.326742e+00
935,3.418964e+00
936,3.408648e+00
937,3.596809e+00
938,3.574396e+00
939,3.581790e+00
940,3.518964e+00
941,3.488677e+00
942,3.481119e+00
943,3.511893e+00
944,3.797494e+00
945,3.772798e+00
946,3.888548e+00
947,3.955508e+00
948,3.944401e+00
949,3.964163e+00
950,3.985604e+00
951,3.957003e+00
952,3.944405e+00
953,4.023727e+00
954,4.040877e+00
955,4.024933e+00
956,3.770485e+00
957,3.765112e+00
958,3.842932e+00
959,3.677030e+00
960,3.674558e+00
961,3.656453e+00
962,3.684567e+00
963,3.585992e+00
964,3.750813e+00
965,3.630573e+00
966,3.706335e+00
967,3.570149e+00
968,3.735277e+00
969,3.766623e+00
970,3.849297e+00
971,3.909429e+00
972,3.762571e+00
973,3.648196e+00
974,3.797230e+00
975,3.867325e+00
976,4.080638e+00
977,4.051625e+00
978,4.106835e+00
979,4.277361e+00
980,4.376877e+00
981,4.323409e+00
982,4.219001e+00
983,4.208507e+00
984,4.229878e+00
985,4.186152e+00
986,4.171623e+00
987,4.161901e+00
988,4.053853e+00
989,4.155279e+00
990,4.137281e+00
991,4.308353e+00
992,4.171360e+00
993,4.321338e+00
994,4.322184e+00
995,4.375859e+00
996,4.299425e+00
997,4.385901e+00
998,4.555428e+00
999,4.310935e+00
1000,4.205896e+00
1001,4.109124e+00
1002,4.068097e+00
1003,4.221022e+00
1004,4.166206e+00
1005,4.178028e+00
1006,4.180924e+00
1007,4.181437e+00
1008,4.304989e+00
1009,4.445238e+00
1010,4.655425e+00
1011,4.754205e+00
1012,4.775357e+00
1013,4.818129e+00
1014,4.706472e+00
1015,4.894007e+00
1016,4.958104e+00
1017,4.876580e+00
1018,4.833583e+00
1019,4.728654e+00
1020,4.590370e+00
1021,4.685865e+00
1022,4.573626e+00
1023,4.398674e+00
1024,4.434025e+00
1025,4.465915e+00
1026,4.296236e+00
1027,4.125394e+00
1028,4.137369e+00
1029,4.115328e+00
1030,4.279588e+00
1031,4.222388e+00
1032,4.309761e+00
1033,4.231929e+00
1034,4.256889e+00
1035,4.090168e+00
1036,4.058652e+00
1037,4.113393e+00
1038,4.039328e+00
1039,4.145861e+00
1040,4.009369e+00
1041,3.884451e+00
1042,3.878932e+00
1043,3.863817e+00
1044,3.865435e+00
1045,3.955758e+00
1046,3.859166e+00
1047,3.761674e+00
1048,3.745600e+00
1049,3.883477e+00
1050,3.801100e+00
1051,3.695574e+00
1052,3.771238e+00
1053,3.973234e+00
1054,4.112780e+00
1055,4.053972e+00
1056,3.922369e+00
1057,3.835424e+00
1058,3.745342e+00
1059,4.055933e+00
1060,4.086095e+00
1061,4.010698e+00
1062,3.928966e+00
1063,3.935295e+00
1064,3.909873e+00
1065,3.872713e+00
1066,3.866878e+00
1067,4.098550e+00
1068,3.973511e+00
1069,4.056822e+00
1070,4.156028e+00
1071,4.026564e+00
1072,4.069569e+00
1073,4.153445e+00
1074,4.147279e+00
1075,4.283036e+00
1076,4.155057e+00
1077,4.139905e+00
1078,4.245596e+00
1079,4.296096e+00
1080,4.090120e+00
1081,4.065736e+00
1082,4.076291e+00
1083,3.972785e+00
1084,4.100829e+00
1085,4.017971e+00
1086,3.982238e+00
1087,3.912472e+00
1088,3.954245e+00
1089,3.921836e+00
1090,4.026766e+00
1091,3.998199e+00
1092,3.801663e+00
1093,3.828478e+00
1094,3.770767e+00
1095,3.808271e+00
1096,3.895000e+00
1097,3.905793e+00
1098,4.013280e+00
1099,4.013595e+00
1100,3.969760e+00
1101,4.092243e+00
1102,3.955661e+00
1103,3.887980e+00
1104,3.873394e+00
1105,3.821574e+00
1106,3.899430e+00
1107,3.951220e+00
1108,3.789678e+00
1109,4.052194e+00
1110,4.117336e+00
1111,4.131322e+00
1112,3.917961e+00
1113,3.999817e+00
1114,3.835246e+00
1115,3.758943e+00
1116,3.800184e+00
1117,3.905841e+00
1118,3.915581e+00
1119,3.960857e+00
1120,3.867627e+00
1121,3.922702e+00
1122,4.007862e+00
1123,3.978001e+00
1124,4.063347e+00
1125,4.210675e+00
1126,4.188586e+00
1127,4.289589e+00
1128,4.389022e+00
1129,4.572459e+00
1130,4.524783e+00
1131,4.419315e+00
1132,4.406501e+00
1133,4.342572e+00
1134,4.317004e+00
1135,4.235328e+00
1136,4.246211e+00
1137,4.237147e+00
1138,4.166606e+00
1139,4.127328e+00
1140,4.299353e+00
1141,4.329025e+00
1142,4.347053e+00
1143,4.201715e+00
1144,4.245207e+00
1145,4.135882e+00
1146,4.222371e+00
1147,4.298648e+00
1148,3.947602e+00
1149,3.965953e+00
1150,3.902715e+00
1151,3.775162e+00
1152,3.835865e+00
1153,3.779361e+00
1154,3.715100e+00
1155,3.798524e+00
1156,3.831823e+00
1157,3.723321e+00
1158,3.795103e+00
1159,3.684510e+00
1160,3.699806e+00
1161,3.725668e+00
1162,3.690082e+00
1163,3.669428e+00
1164,3.603495e+00
1165,3.710261e+00
1166,3.584148e+00
1167,3.548587e+00
1168,3.719515e+00
1169,3.814512e+00
1170,3.856501e+00
1171,3.796541e+00
1172,3.782563e+00
1173,3.909915e+00
1174,3.737766e+00
1175,3.604996e+00
1176,3.649815e+00
1177,3.626138e+00
1178,3.628948e+00
1179,3.540032e+00
1180,3.641306e+00
1181,3.621228e+00
1182,3.664180e+00
1183,3.540967e+00
1184,3.528016e+00
1185,3.510223e+00
1186,3.451120e+00
1187,3.537835e+00
1188,3.474837e+00
1189,3.619453e+00
1190,3.491935e+00
1191,3.558645e+00
1192,3.432649e+00
1193,3.475977e+00
1194,3.475282e+00
1195,3.370772e+00
1196,3.442237e+00
1197,3.480009e+00
1198,3.520491e+00
1199,3.565115e+00
1200,3.749776e+00
1201,3.686938e+00
1202,3.713071e+00
1203,3.953077e+00
1204,4.031517e+00
1205,4.035284e+00
1206,4.179639e+00
1207,4.059718e+00
1208,3.974951e+00
1209,3.969897e+00
1210,3.784191e+00
1211,3.793157e+00
1212,4.027038e+00
1213,3.866418e+00
1214,3.834582e+00
1215,3.962739e+00
1216,3.999939e+00
1217,3.869117e+00
1218,4.001531e+00
1219,4.158376e+00
1220,4.255709e+00
1221,4.123730e+00
1222,4.061993e+00
1223,3.865039e+00
1224,4.122811e+00
1225,4.116664e+00
1226,3.988355e+00
1227,4.248320e+00
1228,4.322982e+00
1229,4.309053e+00
1230,4.440335e+00
1231,4.280478e+00
1232,4.100614e+00
1233,4.004538e+00
1234,3.995767e+00
1235,3.931541e+00
1236,4.037727e+00
1237,3.979864e+00
1238,4.019799e+00
1239,3.941255e+00
1240,3.792969e+00
1241,3.784218e+00
1242,3.857284e+00
1243,3.948967e+00
1244,4.016073e+00
1245,3.979829e+00
1246,4.094734e+00
1247,4.255071e+00
1248,4.187110e+00
1249,3.974285e+00
1250,4.111319e+00
1251,3.863148e+00
1252,3.931223e+00
1253,3.982105e+00
1254,3.891769e+00
1255,3.933333e+00
1256,3.874195e+00
1257,3.941612e+00
1258,3.973776e+00
1259,4.069067e+00
1260,3.972305e+00
1261,4.052410e+00
1262,4.029794e+00
1263,4.093510e+00
1264,4.117223e+00
1265,3.984141e+00
1266,4.067502e+00
1267,3.991488e+00
1268,3.862538e+00
1269,3.857423e+00
1270,3.882367e+00
1271,3.781295e+00
1272,3.699287e+00
1273,3.576262e+00
1274,3.500182e+00
1275,3.549729e+00
1276,3.529154e+00
1277,3.583699e+00
1278,3.474252e+00
1279,3.507269e+00
1280,3.418088e+00
1281,3.378735e+00
1282,3.261631e+00
1283,3.369273e+00
1284,3.178335e+00
1285,3.293353e+00
1286,3.156313e+00
1287,3.215723e+00
1288,3.152232e+00
1289,3.143466e+00
1290,3.065088e+00
1291,2.978499e+00
1292,2.939651e+00
1293,2.951180e+00
1294,3.031672e+00
1295,3.158566e+00
1296,3.097054e+00
1297,3.178296e+00
1298,3.302879e+00
1299,3.246999e+00
1300,3.404263e+00
1301,3.453804e+00
1302,3.492055e+00
1303,3.539106e+00
1304,3.424583e+00
1305,3.380692e+00
1306,3.429871e+00
1307,3.428786e+00
1308,3.601316e+00
1309,3.571078e+00
1310,3.662624e+00
1311,3.504782e+00
1312,3.511481e+00
1313,3.349194e+00
1314,3.470028e+00
1315,3.526108e+00
1316,3.576285e+00
1317,3.530028e+00
1318,3.394690e+00
1319,3.259572e+00
1320,3.356619e+00
1321,3.337420e+00
1322,3.428646e+00
1323,3.622441e+00
1324,3.722701e+00
1325,3.680124e+00
1326,3.809668e+00
1327,3.808390e+00
1328,3.801365e+00
1329,3.874477e+00
1330,4.036234e+00
1331,4.028751e+00
1332,3.977539e+00
1333,3.984052e+00
1334,3.955453e+00
1335,4.190150e+00
1336,4.116749e+00
1337,4.172251e+00
1338,4.102908e+00
1339,4.182406e+00
1340,4.021715e+00
1341,4.027446e+00
1342,4.026728e+00
1343,4.216536e+00
1344,4.208385e+00
1345,4.071352e+00
1346,3.934167e+00
1347,3.893540e+00
1348,3.722567e+00
1349,3.739980e+00
1350,3.734434e+00
1351,3.616674e+00
1352,3.724878e+00
1353,3.828600e+00
1354,3.726734e+00
1355,3.685531e+00
1356,3.932079e+00
1357,3.774165e+00
1358,3.648441e+00
1359,3.574318e+00
1360,3.499553e+00
1361,3.450630e+00
