mode,eigval
1069,7.234860e+02
1070,7.239718e+02
1071,7.245609e+02
1072,7.266547e+02
1073,7.281337e+02
1074,7.290941e+02
1075,7.302050e+02
1076,7.324183e+02
1077,7.332865e+02
1078,7.340674e+02
1079,7.365612e+02
1080,7.381796e+02
1081,7.412961e+02
1082,7.421664e+02
1083,7.433373e+02
1084,7.444651e+02
1085,7.466220e+02
1086,7.467891e+02
1087,7.477710e+02
1088,7.496941e+02
1089,7.511434e+02
1090,7.521153e+02
1091,7.534094e+02
1092,7.550904e+02
1093,7.555714e+02
1094,7.578875e+02
1095,7.597587e+02
1096,7.613049e+02
1097,7.616135e+02
1098,7.645072e+02
1099,7.655080e+02
1100,7.659834e+02
1101,7.683830e+02
1102,7.705702e+02
1103,7.714543e+02
1104,7.725015e+02
1105,7.734210e+02
1106,7.735736e+02
1107,7.782462e+02
1108,7.807680e+02
1109,7.812407e+02
1110,7.820247e+02
1111,7.859354e+02
1112,7.868923e+02
1113,7.875819e+02
1114,7.902875e+02
1115,7.917312e+02
1116,7.928558e+02
1117,7.951347e+02
1118,7.970033e+02
1119,7.980693e+02
1120,7.986805e+02
1121,7.996584e+02
1122,8.020587e+02
1123,8.053500e+02
1124,8.062010e+02
1125,8.074237e+02
1126,8.081368e+02
1127,8.116240e+02
1128,8.131629e+02
1129,8.141496e+02
1130,8.152212e+02
1131,8.166338e+02
1132,8.183693e+02
1133,8.212097e+02
1134,8.225487e+02
1135,8.248041e+02
1136,8.263952e+02
1137,8.288648e+02
1138,8.300911e+02
1139,8.317900e+02
1140,8.324398e+02
1141,8.358214e+02
1142,8.389913e+02
1143,8.398247e+02
1144,8.413532e+02
1145,8.456190e+02
1146,8.482461e+02
1147,8.489547e+02
1148,8.505091e+02
1149,8.542139e+02
1150,8.573690e+02
1151,8.581594e+02
1152,8.656639e+02
1153,8.666380e+02
1154,8.687131e+02
1155,8.702754e+02
1156,8.742703e+02
1157,8.762266e+02
1158,8.784877e+02
1159,8.813015e+02
1160,8.843854e+02
1161,8.858341e+02
1162,8.875733e+02
1163,8.976499e+02
1164,8.997969e+02
1165,9.044172e+02
1166,9.081777e+02
1167,9.091593e+02
1168,9.145694e+02
1169,9.162794e+02
1170,9.219834e+02
1171,9.277114e+02
1172,9.327871e+02
1173,9.375369e+02
1174,9.459788e+02
1175,9.500395e+02
1176,9.518073e+02
